17000,4.495918367346939E-4
16900,4.4244897959183675E-4
16800,4.563265306122449E-4
16700,4.5877551020408164E-4
16600,4.357142857142857E-4
16500,4.16734693877551E-4
16400,4.261224489795918E-4
16300,3.993877551020408E-4
16200,4.1306122448979594E-4
16100,3.836734693877551E-4
16000,4.020408163265306E-4
15900,3.830612244897959E-4
15800,3.9816326530612244E-4
15700,3.4959183673469386E-4
15600,3.5714285714285714E-4
15500,3.775510204081633E-4
15400,3.728571428571429E-4
15300,3.393877551020408E-4
15200,3.577551020408163E-4
15100,3.442857142857143E-4
15000,3.553061224489796E-4
14900,3.4346938775510206E-4
14800,3.869387755102041E-4
14700,3.853061224489796E-4
14600,3.689795918367347E-4
14500,3.3551020408163263E-4
14400,3.273469387755102E-4
14300,3.251020408163265E-4
14200,3.2285714285714285E-4
14100,4.110204081632653E-4
14000,3.042857142857143E-4
13900,3.069387755102041E-4
13800,3.0122448979591834E-4
13700,2.9122448979591837E-4
13600,2.8346938775510207E-4
13500,3.2877551020408163E-4
13400,2.842857142857143E-4
13300,2.589795918367347E-4
13200,3.763265306122449E-4
13100,3.0469387755102044E-4
13000,3.0551020408163266E-4
12900,3.7040816326530614E-4
12800,2.928571428571429E-4
12700,3.348979591836735E-4
12600,3.414285714285714E-4
12500,2.763265306122449E-4
12400,3.546938775510204E-4
12300,2.836734693877551E-4
12200,2.642857142857143E-4
12100,3.1530612244897956E-4
12000,2.938775510204082E-4
11900,3.946938775510204E-4
11800,2.861224489795918E-4
11700,2.463265306122449E-4
11600,3.216326530612245E-4
11500,2.483673469387755E-4
11400,2.9244897959183674E-4
11300,2.830612244897959E-4
11200,2.2816326530612245E-4
11100,3.3795918367346937E-4
11000,2.6387755102040816E-4
10900,2.2510204081632653E-4
10800,2.938775510204082E-4
10700,2.1714285714285715E-4
10600,2.1469387755102042E-4
10500,3.006122448979592E-4
10400,2.4551020408163267E-4
10300,2.4387755102040816E-4
10200,2.2979591836734694E-4
10100,1.9326530612244898E-4
10000,1.9469387755102042E-4
9900,2.728571428571429E-4
9800,1.8755102040816327E-4
9700,1.779591836734694E-4
9600,1.7571428571428572E-4
9500,2.063265306122449E-4
9400,1.7244897959183672E-4
9300,1.630612244897959E-4
9200,2.5653061224489794E-4
9100,1.5755102040816327E-4
9000,1.7551020408163265E-4
8900,1.6244897959183672E-4
8800,2.026530612244898E-4
8700,2.1775510204081634E-4
8600,1.416326530612245E-4
8500,2.2040816326530612E-4
8400,1.3448979591836735E-4
8300,1.5346938775510205E-4
8200,1.326530612244898E-4
8100,1.9122448979591838E-4
8000,1.2448979591836735E-4
7900,1.269387755102041E-4
7800,1.2183673469387756E-4
7700,1.1755102040816326E-4
7600,1.926530612244898E-4
7500,1.1408163265306123E-4
7400,1.1183673469387754E-4
7300,1.1122448979591837E-4
7200,1.1551020408163265E-4
7100,1.269387755102041E-4
7000,1.0673469387755102E-4
6900,1.1428571428571428E-4
6800,9.775510204081632E-5
6700,1.6979591836734694E-4
6600,9.693877551020408E-5
6500,9.79591836734694E-5
6400,8.918367346938775E-5
6300,8.877551020408164E-5
6200,1.3346938775510205E-4
6100,8.346938775510204E-5
6000,8.326530612244897E-5
5900,8.326530612244897E-5
5800,7.836734693877551E-5
5700,7.918367346938775E-5
5600,1.3081632653061224E-4
5500,7.979591836734694E-5
5400,7.163265306122449E-5
5300,7.10204081632653E-5
5200,6.89795918367347E-5
5100,6.857142857142857E-5
5000,6.673469387755103E-5
17000,8.257142857142857E-4
16900,8.3E-4
16800,6.004081632653061E-4
16700,8.322448979591837E-4
16600,8.485714285714286E-4
16500,8.0E-4
16400,8.257142857142857E-4
16300,8.16938775510204E-4
16200,8.026530612244898E-4
16100,8.051020408163265E-4
16000,8.028571428571428E-4
15900,7.902040816326531E-4
15800,7.865306122448979E-4
15700,7.540816326530612E-4
15600,7.465306122448979E-4
15500,7.636734693877551E-4
15400,7.095918367346939E-4
15300,7.057142857142858E-4
15200,7.010204081632653E-4
15100,6.389795918367347E-4
15000,6.33469387755102E-4
14900,6.393877551020408E-4
14800,5.995918367346939E-4
14700,5.987755102040816E-4
14600,6.336734693877551E-4
14500,5.722448979591836E-4
14400,5.330612244897959E-4
14300,5.895918367346939E-4
14200,5.279591836734694E-4
14100,4.83265306122449E-4
14000,4.7857142857142857E-4
13900,4.3612244897959184E-4
13800,4.030612244897959E-4
13700,3.9448979591836733E-4
13600,3.7408163265306124E-4
13500,4.3183673469387757E-4
13400,2.948979591836735E-4
13300,3.310204081632653E-4
13200,2.8183673469387756E-4
13100,2.6877551020408163E-4
13000,3.6448979591836736E-4
12900,3.4183673469387755E-4
12800,3.4387755102040815E-4
12700,2.6306122448979593E-4
12600,2.563265306122449E-4
12500,3.6081632653061225E-4
12400,2.4551020408163267E-4
12300,2.3591836734693878E-4
12200,3.436734693877551E-4
12100,2.8448979591836737E-4
12000,3.226530612244898E-4
11900,2.793877551020408E-4
11800,2.3612244897959183E-4
11700,3.110204081632653E-4
11600,2.6448979591836737E-4
11500,3.487755102040816E-4
11400,2.1816326530612245E-4
11300,2.0551020408163265E-4
11200,3.0489795918367345E-4
11100,2.0081632653061224E-4
11000,1.9755102040816327E-4
10900,2.1693877551020408E-4
10800,2.0816326530612245E-4
10700,1.8244897959183672E-4
10600,1.8244897959183672E-4
10500,2.7E-4
10400,1.920408163265306E-4
10300,2.0122448979591838E-4
10200,2.6E-4
10100,1.5918367346938776E-4
10000,1.636734693877551E-4
9900,1.5551020408163265E-4
9800,2.583673469387755E-4
9700,1.6653061224489795E-4
9600,1.516326530612245E-4
9500,2.010204081632653E-4
9400,1.4857142857142857E-4
9300,1.4020408163265306E-4
9200,1.4857142857142857E-4
9100,1.3428571428571428E-4
9000,2.0448979591836735E-4
8900,1.289795918367347E-4
8800,1.2020408163265306E-4
8700,1.7979591836734694E-4
8600,1.926530612244898E-4
8500,1.1714285714285714E-4
8400,1.2653061224489795E-4
8300,1.1755102040816326E-4
8200,2.077551020408163E-4
8100,1.1755102040816326E-4
8000,1.1061224489795919E-4
7900,1.0673469387755102E-4
7800,1.0142857142857143E-4
7700,1.710204081632653E-4
7600,9.612244897959184E-5
7500,9.224489795918367E-5
7400,9.26530612244898E-5
7300,9.040816326530612E-5
7200,9.204081632653062E-5
7100,1.526530612244898E-4
7000,9.204081632653062E-5
6900,8.959183673469388E-5
6800,8.142857142857143E-5
6700,7.959183673469388E-5
6600,9.224489795918367E-5
6500,9.244897959183673E-5
6400,7.469387755102041E-5
6300,7.346938775510205E-5
6200,7.408163265306123E-5
6100,6.959183673469388E-5
6000,6.877551020408164E-5
5900,1.2653061224489795E-4
5800,6.63265306122449E-5
5700,6.448979591836734E-5
5600,6.20408163265306E-5
5500,6.20408163265306E-5
5400,6.020408163265306E-5
5300,5.8979591836734696E-5
5200,8.612244897959184E-5
5100,7.448979591836734E-5
5000,5.510204081632653E-5
17000,1.4244897959183673E-4
16900,1.883673469387755E-4
16800,1.383673469387755E-4
16700,1.3142857142857143E-4
16600,1.326530612244898E-4
16500,1.0979591836734693E-4
16400,7.551020408163266E-5
16300,7.36734693877551E-5
16200,7.408163265306123E-5
16100,7.040816326530612E-5
16000,7.183673469387755E-5
15900,7.10204081632653E-5
15800,7.122448979591836E-5
15700,6.979591836734694E-5
15600,7.265306122448979E-5
15500,6.755102040816327E-5
15400,7.285714285714286E-5
15300,6.653061224489796E-5
15200,6.693877551020408E-5
15100,8.653061224489795E-5
15000,6.46938775510204E-5
14900,6.408163265306123E-5
14800,6.591836734693877E-5
14700,6.0E-5
14600,5.979591836734694E-5
14500,6.163265306122449E-5
14400,6.224489795918368E-5
14300,6.163265306122449E-5
14200,1.230612244897959E-4
14100,5.795918367346939E-5
14000,5.63265306122449E-5
13900,5.63265306122449E-5
13800,5.714285714285714E-5
13700,5.489795918367347E-5
13600,5.5306122448979594E-5
13500,5.7755102040816326E-5
13400,5.163265306122449E-5
13300,5.2040816326530614E-5
13200,5.26530612244898E-5
13100,5.142857142857143E-5
13000,5.061224489795918E-5
12900,5.1224489795918365E-5
12800,4.816326530612245E-5
12700,5.2040816326530614E-5
12600,4.7346938775510206E-5
12500,4.653061224489796E-5
12400,4.836734693877551E-5
12300,5.061224489795918E-5
12200,4.7346938775510206E-5
12100,4.877551020408163E-5
12000,4.326530612244898E-5
11900,4.7959183673469384E-5
11800,4.816326530612245E-5
11700,5.1224489795918365E-5
11600,4.5306122448979595E-5
11500,4.877551020408163E-5
11400,4.7346938775510206E-5
11300,4.2857142857142856E-5
11200,4.326530612244898E-5
11100,4.1224489795918366E-5
11000,5.469387755102041E-5
10900,4.448979591836735E-5
10800,4.4081632653061226E-5
10700,4.2040816326530615E-5
10600,4.2040816326530615E-5
10500,4.2040816326530615E-5
10400,4.2448979591836735E-5
10300,4.020408163265306E-5
10200,3.938775510204082E-5
10100,4.061224489795918E-5
10000,3.979591836734694E-5
9900,3.734693877551021E-5
9800,3.7551020408163264E-5
9700,3.836734693877551E-5
9600,3.612244897959184E-5
9500,3.551020408163265E-5
9400,3.897959183673469E-5
9300,3.612244897959184E-5
9200,3.571428571428572E-5
9100,5.102040816326531E-5
9000,3.448979591836735E-5
8900,3.612244897959184E-5
8800,3.551020408163265E-5
8700,3.346938775510204E-5
8600,3.387755102040816E-5
8500,5.7755102040816326E-5
8400,3.265306122448979E-5
8300,3.2040816326530615E-5
8200,3.36734693877551E-5
8100,3.469387755102041E-5
8000,3.142857142857143E-5
7900,3.183673469387755E-5
7800,3.0E-5
7700,3.0E-5
7600,2.979591836734694E-5
7500,2.9591836734693876E-5
7400,2.9591836734693876E-5
7300,2.9387755102040816E-5
7200,3.0E-5
7100,2.857142857142857E-5
7000,2.7346938775510205E-5
6900,2.673469387755102E-5
6800,2.673469387755102E-5
6700,2.653061224489796E-5
6600,2.653061224489796E-5
6500,2.448979591836735E-5
6400,2.469387755102041E-5
6300,2.469387755102041E-5
6200,2.4081632653061224E-5
6100,2.469387755102041E-5
6000,2.4081632653061224E-5
5900,2.4285714285714285E-5
5800,2.346938775510204E-5
5700,2.2857142857142858E-5
5600,2.1836734693877552E-5
5500,2.2448979591836734E-5
5400,2.2040816326530613E-5
5300,2.1836734693877552E-5
5200,2.1020408163265307E-5
5100,2.2040816326530613E-5
5000,2.0408163265306123E-5
